Time,X1,Y1,X2,Y2,Energy
0,1.3621e-21,0,6.99999e+06,7500,-2.88163e+10
1,4.08631e-21,1.4594e-24,6.99998e+06,15000,-2.88163e+10
2,8.17261e-21,5.83759e-24,6.99995e+06,22500,-2.88163e+10
3,1.3621e-20,1.4594e-23,6.99992e+06,29999.9,-2.88163e+10
4,2.04315e-20,2.9188e-23,6.99988e+06,37499.8,-2.88163e+10
5,2.86041e-20,5.1079e-23,6.99983e+06,44999.7,-2.88163e+10
6,3.81388e-20,8.17264e-23,6.99977e+06,52499.5,-2.88163e+10
7,4.90356e-20,1.2259e-22,6.99971e+06,59999.3,-2.88163e+10
8,6.12944e-20,1.75128e-22,6.99963e+06,67499,-2.88163e+10
9,7.49152e-20,2.40801e-22,6.99955e+06,74998.6,-2.88163e+10
10,8.98982e-20,3.21068e-22,6.99946e+06,82498.1,-2.88163e+10
11,1.06243e-19,4.17388e-22,6.99937e+06,89997.5,-2.88163e+10
12,1.2395e-19,5.31221e-22,6.99926e+06,97496.8,-2.88163e+10
13,1.43019e-19,6.64026e-22,6.99915e+06,104996,-2.88163e+10
14,1.6345e-19,8.17263e-22,6.99902e+06,112495,-2.88163e+10
15,1.85243e-19,9.9239e-22,6.99889e+06,119994,-2.88163e+10
16,2.08398e-19,1.19087e-21,6.99876e+06,127493,-2.88163e+10
17,2.32914e-19,1.41415e-21,6.99861e+06,134992,-2.88163e+10
18,2.58793e-19,1.66371e-21,6.99845e+06,142490,-2.88163e+10
19,2.86033e-19,1.94099e-21,6.99829e+06,149988,-2.88163e+10
20,3.14636e-19,2.24746e-21,6.99812e+06,157487,-2.88163e+10
21,3.446e-19,2.58457e-21,6.99794e+06,164985,-2.88163e+10
22,3.75926e-19,2.95379e-21,6.99775e+06,172482,-2.88163e+10
23,4.08613e-19,3.35658e-21,6.99756e+06,179980,-2.88163e+10
24,4.42662e-19,3.79439e-21,6.99736e+06,187477,-2.88163e+10
25,4.78073e-19,4.26868e-21,6.99714e+06,194975,-2.88163e+10
26,5.14846e-19,4.78091e-21,6.99693e+06,202471,-2.88163e+10
27,5.5298e-19,5.33254e-21,6.9967e+06,209968,-2.88163e+10
28,5.92476e-19,5.92504e-21,6.99646e+06,217465,-2.88163e+10
29,6.33333e-19,6.55985e-21,6.99622e+06,224961,-2.88163e+10
30,6.75552e-19,7.23844e-21,6.99597e+06,232457,-2.88163e+10
31,7.19132e-19,7.96226e-21,6.99571e+06,239952,-2.88163e+10
32,7.64073e-19,8.73278e-21,6.99544e+06,247448,-2.88163e+10
33,8.10376e-19,9.55145e-21,6.99516e+06,254943,-2.88163e+10
34,8.5804e-19,1.04197e-20,6.99488e+06,262438,-2.88163e+10
35,9.07066e-19,1.13391e-20,6.99458e+06,269932,-2.88163e+10
36,9.57452e-19,1.2311e-20,6.99428e+06,277426,-2.88163e+10
37,1.0092e-18,1.33369e-20,6.99397e+06,284920,-2.88163e+10
38,1.06231e-18,1.44182e-20,6.99366e+06,292414,-2.88163e+10
39,1.11678e-18,1.55564e-20,6.99333e+06,299907,-2.88163e+10
40,1.17261e-18,1.6753e-20,6.993e+06,307400,-2.88163e+10
41,1.2298e-18,1.80094e-20,6.99266e+06,314892,-2.88163e+10
42,1.28835e-18,1.93271e-20,6.99231e+06,322385,-2.88163e+10
43,1.34827e-18,2.07075e-20,6.99195e+06,329876,-2.88163e+10
44,1.40954e-18,2.21522e-20,6.99158e+06,337368,-2.88163e+10
45,1.47217e-18,2.36625e-20,6.99121e+06,344859,-2.88163e+10
46,1.53617e-18,2.52399e-20,6.99083e+06,352349,-2.88163e+10
47,1.60152e-18,2.68858e-20,6.99044e+06,359839,-2.88163e+10
48,1.66824e-18,2.86018e-20,6.99004e+06,367329,-2.88163e+10
49,1.73632e-18,3.03893e-20,6.98963e+06,374819,-2.88163e+10
50,1.80575e-18,3.22497e-20,6.98922e+06,382307,-2.88163e+10
51,1.87655e-18,3.41846e-20,6.98879e+06,389796,-2.88163e+10
52,1.94871e-18,3.61953e-20,6.98836e+06,397284,-2.88163e+10
53,2.02222e-18,3.82833e-20,6.98792e+06,404771,-2.88163e+10
54,2.0971e-18,4.045e-20,6.98748e+06,412258,-2.88163e+10
55,2.17334e-18,4.26971e-20,6.98702e+06,419745,-2.88163e+10
56,2.25093e-18,4.50258e-20,6.98656e+06,427231,-2.88163e+10
57,2.32989e-18,4.74376e-20,6.98609e+06,434717,-2.88163e+10
58,2.4102e-18,4.99341e-20,6.98561e+06,442202,-2.88163e+10
59,2.49188e-18,5.25166e-20,6.98512e+06,449686,-2.88163e+10
60,2.57492e-18,5.51866e-20,6.98462e+06,457170,-2.88163e+10
61,2.65931e-18,5.79457e-20,6.98412e+06,464654,-2.88163e+10
62,2.74506e-18,6.07951e-20,6.98361e+06,472137,-2.88163e+10
63,2.83218e-18,6.37364e-20,6.98309e+06,479619,-2.88163e+10
64,2.92065e-18,6.67711e-20,6.98256e+06,487101,-2.88163e+10
65,3.01048e-18,6.99006e-20,6.98202e+06,494583,-2.88163e+10
66,3.10167e-18,7.31263e-20,6.98148e+06,502063,-2.88163e+10
67,3.19422e-18,7.64498e-20,6.98092e+06,509543,-2.88163e+10
68,3.28812e-18,7.98724e-20,6.98036e+06,517023,-2.88163e+10
69,3.38339e-18,8.33957e-20,6.97979e+06,524502,-2.88163e+10
70,3.48001e-18,8.7021e-20,6.97922e+06,531980,-2.88163e+10
71,3.578e-18,9.07499e-20,6.97863e+06,539458,-2.88163e+10
72,3.67734e-18,9.45838e-20,6.97804e+06,546935,-2.88163e+10
73,3.77803e-18,9.85241e-20,6.97744e+06,554412,-2.88163e+10
74,3.88009e-18,1.02572e-19,6.97683e+06,561887,-2.88163e+10
75,3.98351e-18,1.0673e-19,6.97621e+06,569363,-2.88163e+10
76,4.08828e-18,1.10998e-19,6.97558e+06,576837,-2.88163e+10
77,4.19441e-18,1.15379e-19,6.97495e+06,584311,-2.88163e+10
78,4.3019e-18,1.19873e-19,6.97431e+06,591784,-2.88163e+10
79,4.41074e-18,1.24483e-19,6.97366e+06,599257,-2.88163e+10
80,4.52095e-18,1.29209e-19,6.973e+06,606728,-2.88163e+10
81,4.63251e-18,1.34054e-19,6.97233e+06,614199,-2.88163e+10
82,4.74542e-18,1.39018e-19,6.97166e+06,621670,-2.88163e+10
83,4.8597e-18,1.44102e-19,6.97098e+06,629139,-2.88163e+10
84,4.97533e-18,1.4931e-19,6.97029e+06,636608,-2.88163e+10
85,5.09232e-18,1.54641e-19,6.96959e+06,644076,-2.88163e+10
86,5.21066e-18,1.60098e-19,6.96888e+06,651544,-2.88163e+10
87,5.33036e-18,1.65681e-19,6.96817e+06,659011,-2.88163e+10
88,5.45142e-18,1.71393e-19,6.96744e+06,666476,-2.88163e+10
89,5.57383e-18,1.77234e-19,6.96671e+06,673942,-2.88163e+10
90,5.6976e-18,1.83207e-19,6.96597e+06,681406,-2.88164e+10
91,5.82273e-18,1.89312e-19,6.96523e+06,688869,-2.88164e+10
92,5.94921e-18,1.95551e-19,6.96447e+06,696332,-2.88164e+10
93,6.07704e-18,2.01926e-19,6.96371e+06,703794,-2.88164e+10
94,6.20624e-18,2.08438e-19,6.96294e+06,711255,-2.88164e+10
95,6.33678e-18,2.15089e-19,6.96216e+06,718715,-2.88164e+10
96,6.46869e-18,2.21879e-19,6.96137e+06,726175,-2.88164e+10
97,6.60194e-18,2.2881e-19,6.96057e+06,733634,-2.88164e+10
98,6.73656e-18,2.35885e-19,6.95977e+06,741091,-2.88164e+10
99,6.87253e-18,2.43104e-19,6.95896e+06,748548,-2.88164e+10
100,7.00985e-18,2.50468e-19,6.95814e+06,756004,-2.88164e+10
101,7.14852e-18,2.57979e-19,6.95731e+06,763459,-2.88164e+10
102,7.28856e-18,2.6564e-19,6.95647e+06,770914,-2.88164e+10
103,7.42994e-18,2.7345e-19,6.95563e+06,778367,-2.88164e+10
104,7.57268e-18,2.81412e-19,6.95478e+06,785819,-2.88164e+10
105,7.71677e-18,2.89526e-19,6.95392e+06,793271,-2.88164e+10
106,7.86222e-18,2.97796e-19,6.95305e+06,800722,-2.88164e+10
107,8.00902e-18,3.06221e-19,6.95217e+06,808171,-2.88164e+10
108,8.15717e-18,3.14803e-19,6.95129e+06,815620,-2.88164e+10
109,8.30668e-18,3.23544e-19,6.95039e+06,823068,-2.88164e+10
110,8.45754e-18,3.32445e-19,6.94949e+06,830515,-2.88164e+10
111,8.60976e-18,3.41508e-19,6.94858e+06,837961,-2.88164e+10
112,8.76332e-18,3.50735e-19,6.94767e+06,845405,-2.88164e+10
113,8.91824e-18,3.60125e-19,6.94674e+06,852849,-2.88164e+10
114,9.07451e-18,3.69682e-19,6.94581e+06,860292,-2.88164e+10
115,9.23213e-18,3.79406e-19,6.94487e+06,867734,-2.88164e+10
116,9.39111e-18,3.893e-19,6.94392e+06,875175,-2.88164e+10
117,9.55143e-18,3.99363e-19,6.94296e+06,882615,-2.88164e+10
118,9.71311e-18,4.09599e-19,6.94199e+06,890054,-2.88164e+10
119,9.87614e-18,4.20007e-19,6.94102e+06,897492,-2.88164e+10
120,1.00405e-17,4.30591e-19,6.94004e+06,904929,-2.88164e+10
121,1.02063e-17,4.4135e-19,6.93905e+06,912364,-2.88164e+10
122,1.03733e-17,4.52288e-19,6.93805e+06,919799,-2.88164e+10
123,1.05418e-17,4.63404e-19,6.93704e+06,927233,-2.88164e+10
124,1.07116e-17,4.74701e-19,6.93603e+06,934665,-2.88164e+10
125,1.08827e-17,4.8618e-19,6.93501e+06,942097,-2.88164e+10
126,1.10552e-17,4.97842e-19,6.93398e+06,949527,-2.88164e+10
127,1.1229e-17,5.09689e-19,6.93294e+06,956956,-2.88164e+10
128,1.14042e-17,5.21722e-19,6.93189e+06,964384,-2.88164e+10
129,1.15807e-17,5.33943e-19,6.93084e+06,971811,-2.88164e+10
130,1.17586e-17,5.46354e-19,6.92978e+06,979237,-2.88164e+10
131,1.19379e-17,5.58955e-19,6.92871e+06,986662,-2.88164e+10
132,1.21184e-17,5.71748e-19,6.92763e+06,994086,-2.88164e+10
133,1.23004e-17,5.84735e-19,6.92654e+06,1.00151e+06,-2.88164e+10
134,1.24836e-17,5.97916e-19,6.92545e+06,1.00893e+06,-2.88164e+10
135,1.26683e-17,6.11294e-19,6.92435e+06,1.01635e+06,-2.88164e+10
136,1.28543e-17,6.24871e-19,6.92323e+06,1.02377e+06,-2.88164e+10
137,1.30416e-17,6.38646e-19,6.92212e+06,1.03119e+06,-2.88164e+10
138,1.32302e-17,6.52622e-19,6.92099e+06,1.0386e+06,-2.88164e+10
139,1.34203e-17,6.668e-19,6.91985e+06,1.04602e+06,-2.88164e+10
140,1.36116e-17,6.81182e-19,6.91871e+06,1.05343e+06,-2.88164e+10
141,1.38043e-17,6.9577e-19,6.91756e+06,1.06084e+06,-2.88164e+10
142,1.39984e-17,7.10563e-19,6.9164e+06,1.06826e+06,-2.88164e+10
143,1.41938e-17,7.25565e-19,6.91523e+06,1.07567e+06,-2.88164e+10
144,1.43906e-17,7.40776e-19,6.91406e+06,1.08308e+06,-2.88164e+10
145,1.45887e-17,7.56198e-19,6.91288e+06,1.09048e+06,-2.88164e+10
146,1.47881e-17,7.71833e-19,6.91169e+06,1.09789e+06,-2.88164e+10
147,1.49889e-17,7.87681e-19,6.91049e+06,1.1053e+06,-2.88164e+10
148,1.51911e-17,8.03745e-19,6.90928e+06,1.1127e+06,-2.88164e+10
149,1.53945e-17,8.20025e-19,6.90806e+06,1.1201e+06,-2.88164e+10
150,1.55994e-17,8.36523e-19,6.90684e+06,1.1275e+06,-2.88164e+10
151,1.58055e-17,8.53241e-19,6.90561e+06,1.1349e+06,-2.88164e+10
152,1.60131e-17,8.7018e-19,6.90437e+06,1.1423e+06,-2.88164e+10
153,1.62219e-17,8.87341e-19,6.90312e+06,1.1497e+06,-2.88164e+10
154,1.64321e-17,9.04726e-19,6.90187e+06,1.1571e+06,-2.88164e+10
155,1.66437e-17,9.22336e-19,6.9006e+06,1.16449e+06,-2.88164e+10
156,1.68566e-17,9.40174e-19,6.89933e+06,1.17189e+06,-2.88164e+10
157,1.70708e-17,9.58239e-19,6.89805e+06,1.17928e+06,-2.88164e+10
158,1.72864e-17,9.76534e-19,6.89677e+06,1.18667e+06,-2.88164e+10
159,1.75033e-17,9.9506e-19,6.89547e+06,1.19406e+06,-2.88164e+10
160,1.77216e-17,1.01382e-18,6.89417e+06,1.20145e+06,-2.88164e+10
161,1.79412e-17,1.03281e-18,6.89286e+06,1.20883e+06,-2.88164e+10
162,1.81622e-17,1.05204e-18,6.89154e+06,1.21622e+06,-2.88164e+10
163,1.83845e-17,1.07151e-18,6.89021e+06,1.2236e+06,-2.88164e+10
164,1.86081e-17,1.09121e-18,6.88887e+06,1.23098e+06,-2.88164e+10
165,1.88331e-17,1.11115e-18,6.88753e+06,1.23836e+06,-2.88164e+10
166,1.90594e-17,1.13134e-18,6.88618e+06,1.24574e+06,-2.88164e+10
167,1.92871e-17,1.15176e-18,6.88482e+06,1.25312e+06,-2.88164e+10
168,1.95161e-17,1.17243e-18,6.88345e+06,1.2605e+06,-2.88164e+10
169,1.97464e-17,1.19335e-18,6.88207e+06,1.26787e+06,-2.88164e+10
170,1.99781e-17,1.21451e-18,6.88069e+06,1.27525e+06,-2.88164e+10
171,2.02111e-17,1.23592e-18,6.8793e+06,1.28262e+06,-2.88164e+10
172,2.04455e-17,1.25759e-18,6.8779e+06,1.28999e+06,-2.88164e+10
173,2.06812e-17,1.2795e-18,6.87649e+06,1.29736e+06,-2.88164e+10
174,2.09182e-17,1.30166e-18,6.87508e+06,1.30473e+06,-2.88164e+10
175,2.11566e-17,1.32408e-18,6.87365e+06,1.31209e+06,-2.88164e+10
176,2.13963e-17,1.34676e-18,6.87222e+06,1.31946e+06,-2.88164e+10
177,2.16374e-17,1.36969e-18,6.87078e+06,1.32682e+06,-2.88164e+10
178,2.18798e-17,1.39288e-18,6.86933e+06,1.33418e+06,-2.88164e+10
179,2.21235e-17,1.41633e-18,6.86788e+06,1.34154e+06,-2.88164e+10
180,2.23686e-17,1.44004e-18,6.86641e+06,1.3489e+06,-2.88164e+10
181,2.2615e-17,1.46402e-18,6.86494e+06,1.35626e+06,-2.88164e+10
182,2.28627e-17,1.48826e-18,6.86346e+06,1.36361e+06,-2.88164e+10
183,2.31118e-17,1.51276e-18,6.86198e+06,1.37097e+06,-2.88164e+10
184,2.33622e-17,1.53753e-18,6.86048e+06,1.37832e+06,-2.88164e+10
185,2.3614e-17,1.56257e-18,6.85898e+06,1.38567e+06,-2.88164e+10
186,2.38671e-17,1.58788e-18,6.85747e+06,1.39302e+06,-2.88164e+10
187,2.41215e-17,1.61346e-18,6.85595e+06,1.40036e+06,-2.88164e+10
188,2.43773e-17,1.63932e-18,6.85442e+06,1.40771e+06,-2.88164e+10
189,2.46344e-17,1.66544e-18,6.85288e+06,1.41505e+06,-2.88164e+10
190,2.48928e-17,1.69185e-18,6.85134e+06,1.4224e+06,-2.88164e+10
191,2.51526e-17,1.71853e-18,6.84979e+06,1.42974e+06,-2.88164e+10
192,2.54137e-17,1.74549e-18,6.84823e+06,1.43708e+06,-2.88164e+10
193,2.56761e-17,1.77273e-18,6.84666e+06,1.44441e+06,-2.88164e+10
194,2.59399e-17,1.80025e-18,6.84509e+06,1.45175e+06,-2.88164e+10
195,2.6205e-17,1.82805e-18,6.8435e+06,1.45908e+06,-2.88164e+10
196,2.64715e-17,1.85614e-18,6.84191e+06,1.46642e+06,-2.88164e+10
197,2.67392e-17,1.88451e-18,6.84031e+06,1.47375e+06,-2.88164e+10
198,2.70083e-17,1.91317e-18,6.83871e+06,1.48107e+06,-2.88164e+10
199,2.72788e-17,1.94212e-18,6.83709e+06,1.4884e+06,-2.88164e+10
200,2.75505e-17,1.97136e-18,6.83547e+06,1.49573e+06,-2.88164e+10
201,2.78236e-17,2.00089e-18,6.83384e+06,1.50305e+06,-2.88164e+10
202,2.80981e-17,2.03071e-18,6.8322e+06,1.51037e+06,-2.88164e+10
203,2.83738e-17,2.06083e-18,6.83055e+06,1.51769e+06,-2.88164e+10
204,2.86509e-17,2.09125e-18,6.8289e+06,1.52501e+06,-2.88164e+10
205,2.89293e-17,2.12196e-18,6.82723e+06,1.53233e+06,-2.88164e+10
206,2.92091e-17,2.15296e-18,6.82556e+06,1.53964e+06,-2.88164e+10
207,2.94902e-17,2.18427e-18,6.82388e+06,1.54696e+06,-2.88164e+10
208,2.97726e-17,2.21588e-18,6.8222e+06,1.55427e+06,-2.88164e+10
209,3.00563e-17,2.2478e-18,6.8205e+06,1.56158e+06,-2.88164e+10
210,3.03414e-17,2.28001e-18,6.8188e+06,1.56888e+06,-2.88164e+10
211,3.06278e-17,2.31254e-18,6.81709e+06,1.57619e+06,-2.88164e+10
212,3.09155e-17,2.34537e-18,6.81537e+06,1.58349e+06,-2.88164e+10
213,3.12046e-17,2.37851e-18,6.81365e+06,1.5908e+06,-2.88164e+10
214,3.1495e-17,2.41195e-18,6.81191e+06,1.5981e+06,-2.88164e+10
215,3.17867e-17,2.44571e-18,6.81017e+06,1.60539e+06,-2.88164e+10
216,3.20797e-17,2.47979e-18,6.80842e+06,1.61269e+06,-2.88164e+10
217,3.23741e-17,2.51417e-18,6.80666e+06,1.61999e+06,-2.88164e+10
218,3.26698e-17,2.54888e-18,6.8049e+06,1.62728e+06,-2.88164e+10
219,3.29668e-17,2.5839e-18,6.80312e+06,1.63457e+06,-2.88164e+10
220,3.32651e-17,2.61923e-18,6.80134e+06,1.64186e+06,-2.88164e+10
221,3.35648e-17,2.65489e-18,6.79955e+06,1.64914e+06,-2.88164e+10
222,3.38658e-17,2.69087e-18,6.79775e+06,1.65643e+06,-2.88164e+10
223,3.41681e-17,2.72717e-18,6.79595e+06,1.66371e+06,-2.88164e+10
224,3.44718e-17,2.7638e-18,6.79413e+06,1.67099e+06,-2.88164e+10
225,3.47767e-17,2.80075e-18,6.79231e+06,1.67827e+06,-2.88164e+10
226,3.5083e-17,2.83803e-18,6.79048e+06,1.68555e+06,-2.88164e+10
227,3.53906e-17,2.87564e-18,6.78865e+06,1.69283e+06,-2.88164e+10
228,3.56996e-17,2.91358e-18,6.7868e+06,1.7001e+06,-2.88164e+10
229,3.60098e-17,2.95185e-18,6.78495e+06,1.70737e+06,-2.88164e+10
230,3.63214e-17,2.99045e-18,6.78309e+06,1.71464e+06,-2.88164e+10
231,3.66343e-17,3.02938e-18,6.78122e+06,1.72191e+06,-2.88164e+10
232,3.69485e-17,3.06865e-18,6.77934e+06,1.72917e+06,-2.88164e+10
233,3.72641e-17,3.10826e-18,6.77746e+06,1.73644e+06,-2.88164e+10
234,3.75809e-17,3.14821e-18,6.77557e+06,1.7437e+06,-2.88164e+10
235,3.78991e-17,3.1885e-18,6.77367e+06,1.75096e+06,-2.88164e+10
236,3.82186e-17,3.22912e-18,6.77176e+06,1.75822e+06,-2.88164e+10
237,3.85395e-17,3.27009e-18,6.76984e+06,1.76547e+06,-2.88164e+10
238,3.88616e-17,3.31141e-18,6.76792e+06,1.77272e+06,-2.88164e+10
239,3.91851e-17,3.35307e-18,6.76599e+06,1.77998e+06,-2.88164e+10
240,3.95098e-17,3.39507e-18,6.76405e+06,1.78722e+06,-2.88164e+10
241,3.98359e-17,3.43743e-18,6.7621e+06,1.79447e+06,-2.88164e+10
242,4.01634e-17,3.48014e-18,6.76014e+06,1.80172e+06,-2.88164e+10
243,4.04921e-17,3.52319e-18,6.75818e+06,1.80896e+06,-2.88164e+10
244,4.08222e-17,3.5666e-18,6.75621e+06,1.8162e+06,-2.88164e+10
245,4.11535e-17,3.61036e-18,6.75423e+06,1.82344e+06,-2.88164e+10
246,4.14862e-17,3.65448e-18,6.75224e+06,1.83068e+06,-2.88164e+10
247,4.18202e-17,3.69896e-18,6.75025e+06,1.83791e+06,-2.88164e+10
248,4.21555e-17,3.74379e-18,6.74825e+06,1.84514e+06,-2.88164e+10
249,4.24922e-17,3.78898e-18,6.74624e+06,1.85237e+06,-2.88164e+10
250,4.28301e-17,3.83454e-18,6.74422e+06,1.8596e+06,-2.88164e+10
251,4.31694e-17,3.88045e-18,6.74219e+06,1.86683e+06,-2.88164e+10
252,4.351e-17,3.92673e-18,6.74016e+06,1.87405e+06,-2.88164e+10
253,4.38519e-17,3.97338e-18,6.73812e+06,1.88127e+06,-2.88164e+10
254,4.41951e-17,4.02039e-18,6.73607e+06,1.88849e+06,-2.88164e+10
255,4.45396e-17,4.06777e-18,6.73401e+06,1.89571e+06,-2.88164e+10
256,4.48854e-17,4.11552e-18,6.73194e+06,1.90292e+06,-2.88164e+10
257,4.52326e-17,4.16364e-18,6.72987e+06,1.91013e+06,-2.88164e+10
258,4.5581e-17,4.21214e-18,6.72779e+06,1.91735e+06,-2.88164e+10
259,4.59308e-17,4.261e-18,6.7257e+06,1.92455e+06,-2.88164e+10
260,4.62819e-17,4.31025e-18,6.7236e+06,1.93176e+06,-2.88164e+10
261,4.66343e-17,4.35987e-18,6.7215e+06,1.93896e+06,-2.88164e+10
262,4.6988e-17,4.40986e-18,6.71939e+06,1.94616e+06,-2.88164e+10
263,4.7343e-17,4.46024e-18,6.71727e+06,1.95336e+06,-2.88164e+10
264,4.76993e-17,4.511e-18,6.71514e+06,1.96056e+06,-2.88164e+10
265,4.80569e-17,4.56214e-18,6.713e+06,1.96775e+06,-2.88164e+10
266,4.84159e-17,4.61366e-18,6.71086e+06,1.97495e+06,-2.88164e+10
267,4.87761e-17,4.66557e-18,6.70871e+06,1.98214e+06,-2.88164e+10
268,4.91377e-17,4.71786e-18,6.70655e+06,1.98932e+06,-2.88164e+10
269,4.95005e-17,4.77055e-18,6.70438e+06,1.99651e+06,-2.88164e+10
270,4.98647e-17,4.82362e-18,6.70221e+06,2.00369e+06,-2.88164e+10
271,5.02302e-17,4.87708e-18,6.70003e+06,2.01087e+06,-2.88164e+10
272,5.0597e-17,4.93093e-18,6.69783e+06,2.01805e+06,-2.88164e+10
273,5.0965e-17,4.98518e-18,6.69564e+06,2.02523e+06,-2.88164e+10
274,5.13344e-17,5.03983e-18,6.69343e+06,2.0324e+06,-2.88164e+10
275,5.17051e-17,5.09487e-18,6.69122e+06,2.03957e+06,-2.88164e+10
276,5.20771e-17,5.1503e-18,6.689e+06,2.04674e+06,-2.88164e+10
277,5.24505e-17,5.20614e-18,6.68677e+06,2.05391e+06,-2.88164e+10
278,5.28251e-17,5.26237e-18,6.68453e+06,2.06107e+06,-2.88164e+10
279,5.3201e-17,5.31901e-18,6.68228e+06,2.06823e+06,-2.88164e+10
280,5.35782e-17,5.37606e-18,6.68003e+06,2.07539e+06,-2.88164e+10
281,5.39567e-17,5.4335e-18,6.67777e+06,2.08255e+06,-2.88164e+10
282,5.43365e-17,5.49135e-18,6.6755e+06,2.08971e+06,-2.88164e+10
283,5.47177e-17,5.54961e-18,6.67323e+06,2.09686e+06,-2.88164e+10
284,5.51001e-17,5.60828e-18,6.67094e+06,2.10401e+06,-2.88164e+10
285,5.54838e-17,5.66736e-18,6.66865e+06,2.11115e+06,-2.88164e+10
286,5.58689e-17,5.72685e-18,6.66635e+06,2.1183e+06,-2.88164e+10
287,5.62552e-17,5.78676e-18,6.66404e+06,2.12544e+06,-2.88164e+10
288,5.66428e-17,5.84708e-18,6.66173e+06,2.13258e+06,-2.88164e+10
289,5.70317e-17,5.90781e-18,6.65941e+06,2.13972e+06,-2.88164e+10
290,5.7422e-17,5.96896e-18,6.65708e+06,2.14685e+06,-2.88164e+10
291,5.78135e-17,6.03053e-18,6.65474e+06,2.15399e+06,-2.88164e+10
292,5.82063e-17,6.09252e-18,6.65239e+06,2.16112e+06,-2.88164e+10
293,5.86004e-17,6.15494e-18,6.65004e+06,2.16824e+06,-2.88164e+10
294,5.89958e-17,6.21777e-18,6.64768e+06,2.17537e+06,-2.88164e+10
295,5.93926e-17,6.28103e-18,6.64531e+06,2.18249e+06,-2.88164e+10
296,5.97906e-17,6.34472e-18,6.64293e+06,2.18961e+06,-2.88164e+10
297,6.01899e-17,6.40883e-18,6.64055e+06,2.19673e+06,-2.88164e+10
298,6.05905e-17,6.47337e-18,6.63815e+06,2.20384e+06,-2.88164e+10
299,6.09924e-17,6.53834e-18,6.63575e+06,2.21095e+06,-2.88164e+10
300,6.13956e-17,6.60374e-18,6.63335e+06,2.21806e+06,-2.88164e+10
301,6.18e-17,6.66958e-18,6.63093e+06,2.22517e+06,-2.88164e+10
302,6.22058e-17,6.73584e-18,6.62851e+06,2.23227e+06,-2.88164e+10
303,6.26129e-17,6.80255e-18,6.62608e+06,2.23938e+06,-2.88164e+10
304,6.30212e-17,6.86969e-18,6.62364e+06,2.24647e+06,-2.88164e+10
305,6.34309e-17,6.93727e-18,6.62119e+06,2.25357e+06,-2.88164e+10
306,6.38418e-17,7.00529e-18,6.61874e+06,2.26066e+06,-2.88164e+10
307,6.42541e-17,7.07374e-18,6.61627e+06,2.26776e+06,-2.88164e+10
308,6.46676e-17,7.14265e-18,6.61381e+06,2.27484e+06,-2.88164e+10
309,6.50824e-17,7.21199e-18,6.61133e+06,2.28193e+06,-2.88164e+10
310,6.54985e-17,7.28178e-18,6.60884e+06,2.28901e+06,-2.88164e+10
311,6.59159e-17,7.35202e-18,6.60635e+06,2.29609e+06,-2.88164e+10
312,6.63346e-17,7.42271e-18,6.60385e+06,2.30317e+06,-2.88164e+10
313,6.67546e-17,7.49384e-18,6.60134e+06,2.31025e+06,-2.88164e+10
314,6.71758e-17,7.56543e-18,6.59883e+06,2.31732e+06,-2.88164e+10
315,6.75984e-17,7.63746e-18,6.5963e+06,2.32439e+06,-2.88164e+10
316,6.80222e-17,7.70995e-18,6.59377e+06,2.33146e+06,-2.88164e+10
317,6.84474e-17,7.7829e-18,6.59123e+06,2.33852e+06,-2.88164e+10
318,6.88738e-17,7.8563e-18,6.58869e+06,2.34558e+06,-2.88164e+10
319,6.93015e-17,7.93016e-18,6.58613e+06,2.35264e+06,-2.88164e+10
320,6.97304e-17,8.00448e-18,6.58357e+06,2.3597e+06,-2.88164e+10
321,7.01607e-17,8.07926e-18,6.581e+06,2.36675e+06,-2.88164e+10
322,7.05922e-17,8.1545e-18,6.57842e+06,2.3738e+06,-2.88164e+10
323,7.10251e-17,8.2302e-18,6.57584e+06,2.38085e+06,-2.88164e+10
324,7.14592e-17,8.30637e-18,6.57325e+06,2.38789e+06,-2.88164e+10
325,7.18946e-17,8.38301e-18,6.57065e+06,2.39494e+06,-2.88164e+10
326,7.23313e-17,8.46011e-18,6.56804e+06,2.40198e+06,-2.88164e+10
327,7.27692e-17,8.53768e-18,6.56542e+06,2.40901e+06,-2.88164e+10
328,7.32085e-17,8.61572e-18,6.5628e+06,2.41605e+06,-2.88164e+10
329,7.3649e-17,8.69423e-18,6.56017e+06,2.42308e+06,-2.88164e+10
330,7.40908e-17,8.77322e-18,6.55753e+06,2.43011e+06,-2.88164e+10
331,7.45339e-17,8.85268e-18,6.55488e+06,2.43713e+06,-2.88164e+10
332,7.49782e-17,8.93261e-18,6.55223e+06,2.44415e+06,-2.88164e+10
333,7.54239e-17,9.01302e-18,6.54957e+06,2.45117e+06,-2.88164e+10
334,7.58708e-17,9.09391e-18,6.5469e+06,2.45819e+06,-2.88164e+10
335,7.6319e-17,9.17528e-18,6.54422e+06,2.46521e+06,-2.88164e+10
336,7.67685e-17,9.25713e-18,6.54154e+06,2.47222e+06,-2.88164e+10
337,7.72192e-17,9.33947e-18,6.53885e+06,2.47922e+06,-2.88164e+10
338,7.76712e-17,9.42229e-18,6.53615e+06,2.48623e+06,-2.88164e+10
339,7.81245e-17,9.50559e-18,6.53344e+06,2.49323e+06,-2.88164e+10
